EventKey,MatchLevel,MatchNumber,Alliiance,Alliance Index,Team Number,Team Name,Auto-L3Make,Auto-L3Miss,Auto-L2Make,Auto-L2Miss,Auto-TroughMake,Auto-TroughMiss,Auto-RemovedAlgaeMake,Auto-RemovedAlgaeMiss,Auto-ScoredProcessorMake,Auto-ScoredProcessorMiss,Auto-ScoredBargeMake,Auto-ScoredBargeMiss,Tele-Op-L4Make,Tele-Op-L4Miss,Tele-Op-L3Make,Tele-Op-L3Miss,Tele-Op-L2Make,Tele-Op-L2Miss,Tele-Op-TroughMake,Tele-Op-TroughMiss,Tele-Op-RemovedAlgaeMake,Tele-Op-RemovedAlgaeMiss,Tele-Op-ScoredProcessorMake,Tele-Op-ScoredProcessorMiss,Tele-Op-ScoredBargeMake,Tele-Op-ScoredBargeMiss,Climbing,Climb Attempt,DriverPerformance,DidTheyPLAYDefense?HowEffective?,WasDefensePlayedONThem?HowEffective?,Notes,ScouterName,ScoutedTime
2025chcmp,0,14,Red,3,10224,MAV MECHANICS (NASA),0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,2,Spends too much time at coral station,Brady Perkins,Fri Apr 04 2025 15:47:57 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,15,Blue,1,540,TALON 540 Godwin Robotics,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,Isaac Hassett,Fri Apr 04 2025 16:03:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,15,Blue,2,2363,Triple Helix Robotics,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,3,0,0,0,0,2,2,1,2,0,0,Kept missing scoring in the barge. Takes a bit of effort at the feeder.,Aubrey Harbaugh,Fri Apr 04 2025 16:04:12 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,15,Blue,3,449,The Blair Robot Project,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Aidan,Fri Apr 04 2025 16:03:47 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,15,Red,1,1731,Fresta Valley Robotics Club,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,1,0,0,0,1,0,2,1,4,0,3,Very quick! Can place coral quick to,Megan,Fri Apr 04 2025 16:04:06 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,15,Red,2,339,Kilroy Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Parked in end game,ZW,Fri Apr 04 2025 16:04:17 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,15,Red,3,888,Robotiators,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,,Brady Perkins,Fri Apr 04 2025 16:03:50 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,16,Blue,1,3136,O.R.C.A.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,1,0,2,0,0,0,0,0,2,1,3,0,0,,Isaac Hassett,Fri Apr 04 2025 16:11:17 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,16,Blue,2,611,Saxons,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Easy feed,Aubrey Harbaugh,Fri Apr 04 2025 16:10:59 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,16,Blue,3,3373,Team RoboHawk,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,No autoalign,Aidan,Fri Apr 04 2025 16:11:01 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,16,Red,1,620,Warbots,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0,4,0,0,,Megan,Fri Apr 04 2025 16:10:51 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,16,Red,2,4505,McDonogh Robotics,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Parked in end game,ZW,Fri Apr 04 2025 16:11:02 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,16,Red,3,836,The RoboBees,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,4,1,3,3,0,If they go too fast they will tip over,Brady Perkins,Fri Apr 04 2025 16:11:06 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,17,Blue,1,1086,Blue Cheese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISABLED DURING AUTO.,Isaac Hassett,Fri Apr 04 2025 16:26:06 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,17,Blue,2,1629,Garrett Coalition (GaCo),0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,Left alone to score. One alliance member was no show. Other went to defense.,Aubrey Harbaugh,Fri Apr 04 2025 16:26:14 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,17,Red,1,1727,REX,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,1,0,2,3,2,0,0,0,0,0,4,1,4,0,0,,Megan,Fri Apr 04 2025 16:25:41 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,17,Red,2,4821,CyberUs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,1,3,0,0,Scored algae in opponent processor to get coop ranking point,ZW,Fri Apr 04 2025 16:27:14 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,17,Red,3,8592,Newton²,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,A platypus? PERRY THE PLATYPUS?!?!,Brady Perkins,Fri Apr 04 2025 16:26:04 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,18,Blue,1,116,Epsilon Delta,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,2,1,3,0,0,Algae bot.,Isaac Hassett,Fri Apr 04 2025 16:33:40 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,18,Blue,2,422,The Mech Tech Dragons,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,0,5,0,0,0,0,0,0,0,0,0,4,1,4,0,0,Wow!,Aubrey Harbaugh,Fri Apr 04 2025 16:33:31 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,18,Blue,3,2186,Dogs of Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,0,,Aidan,Fri Apr 04 2025 16:33:28 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,18,Red,1,3359,Royal Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3,0,0,3,0,0,Didn’t try to score on coral and their team really needed it,Megan,Fri Apr 04 2025 16:33:49 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,18,Red,2,2199,Robo-Lions,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Robot died with about 50sec left in the match,ZW,Fri Apr 04 2025 16:34:13 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,18,Red,3,1908,ShoreBots,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,70% of the time spent at the coral station was getting a coral because they couldn’t intake a coral consistently,Brady Perkins,Fri Apr 04 2025 16:34:07 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,19,Blue,1,401,Copperhead Robotics,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,3,1,0,0,0,0,0,0,4,1,4,0,0,Can score every level as a well as score 3 auto coral on L4. Very fast.,Isaac Hassett,Fri Apr 04 2025 16:41:03 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,19,Blue,2,4541,CAVineers,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,,Aubrey Harbaugh,Fri Apr 04 2025 16:40:32 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,19,Blue,3,9072,TigerBots,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,Great cycle time,Aidan,Fri Apr 04 2025 16:41:18 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,19,Red,1,8590,Cavbotics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,7,0,1,0,1,0,0,0,0,0,0,0,3,0,0,,Megan,Fri Apr 04 2025 16:40:36 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,19,Red,2,1418,Vae Victis,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0,0,0,0,4,1,2,0,0,,ZW,Fri Apr 04 2025 16:40:48 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,19,Red,3,614,Night Hawks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,0,0,0,0,0,0,2,0,0,Can’t do algae or level 4 also struggled to pick up coral most times,Brady Perkins,Fri Apr 04 2025 16:40:59 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,20,Blue,1,5338,ACL RoboLoCo,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Good at L4,Isaac Hassett,Fri Apr 04 2025 16:48:28 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,20,Blue,2,5115,Knight Riders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,0,,Aubrey Harbaugh,Fri Apr 04 2025 16:48:23 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,20,Blue,3,539,Titan Robotics,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,2,1,0,0,2,1,3,0,0,,Aidan,Fri Apr 04 2025 16:48:29 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,20,Blue,3,539,Titan Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,,DJ,Fri Apr 04 2025 16:48:43 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,20,Red,1,686,Bovine Intervention,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,4,1,3,0,0,Looked like we were broken in the beginning of the match but then got better.,Megan,Fri Apr 04 2025 16:48:54 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,20,Red,2,4638,Jagbots,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,,ZW,Fri Apr 04 2025 16:48:37 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,20,Red,3,10224,MAV MECHANICS (NASA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,4,1,3,0,3,Little arms are useful for getting other robots unstuck from algae,Brady Perkins,Fri Apr 04 2025 16:48:48 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,21,Blue,1,2363,Triple Helix Robotics,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,3,0,2,0,0,0,4,1,3,0,0,,Isaac Hassett,Fri Apr 04 2025 16:59:16 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,21,Blue,2,1731,Fresta Valley Robotics Club,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,6,0,0,0,3,0,0,0,0,0,4,1,4,0,0,Kept knocking pieces off as they scored. Idk what happened to auto?,Aubrey Harbaugh,Fri Apr 04 2025 16:59:10 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,21,Blue,3,1111,Power Hawks Robotics,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,,Aidan,Fri Apr 04 2025 16:59:27 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,21,Blue,3,1111,Power Hawks Robotics,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,,DJ,Fri Apr 04 2025 16:59:39 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,21,Red,1,346,RoboHawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,Struggled a lot placing coral and then finally went and played defense. The robot seemed to die at the end,Megan,Fri Apr 04 2025 16:58:53 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,21,Red,2,1885,Comet Robotics,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,3,0,0,,ZW,Fri Apr 04 2025 16:59:02 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,21,Red,3,2890,The Hawk Collective,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Only robot scoring coral but struggled with placing coral,Brady Perkins,Fri Apr 04 2025 16:59:28 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,22,Blue,1,3136,O.R.C.A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,1,0,0,Just took off the algae and pushed it onto opponents side.,Isaac Hassett,Fri Apr 04 2025 17:06:26 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,22,Blue,3,1895,Lambda Corps,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,DJ,Fri Apr 04 2025 17:05:49 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,22,Blue,3,1895,Lambda Corps,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,,Aidan,Fri Apr 04 2025 17:05:58 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,22,Red,1,339,Kilroy Robotics,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,Very slow scorer but played good defense in their zone from another robot,Megan,Fri Apr 04 2025 17:06:10 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,22,Red,2,977,Cometbots,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,Coral got stuck in bot. They removed it then went to play defense,ZW,Fri Apr 04 2025 17:07:12 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,22,Red,3,5804,TORCH,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,0,2,,Brady Perkins,Fri Apr 04 2025 17:06:18 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,23,Blue,1,1629,Garrett Coalition (GaCo),0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,0,3,0,1,0,1,0,0,0,2,0,0,Got a piece of coral stuck in it near end.,Isaac Hassett,Fri Apr 04 2025 17:13:41 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,23,Blue,2,888,Robotiators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,No idea why they stopped scoring? It’s like they thought they had a piece of coral stuck but they didn’t.,Aubrey Harbaugh,Fri Apr 04 2025 17:13:55 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,23,Blue,3,2534,Lumberjack Robotics,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,No autonomous,Aidan,Fri Apr 04 2025 17:13:32 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,23,Blue,3,2534,Lumberjack Robotics,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,DJ,Fri Apr 04 2025 17:13:39 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,23,Red,1,122,NASA Knights,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,3,0,0,,Megan,Fri Apr 04 2025 17:13:23 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,23,Red,2,836,The RoboBees,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,2,0,3,0,0,0,4,1,4,0,1,,ZW,Fri Apr 04 2025 17:13:47 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,23,Red,3,1086,Blue Cheese,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,Broke down in last 20 seconds of match,Brady Perkins,Fri Apr 04 2025 17:13:25 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,24,Blue,1,8622,The CyBirds,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,,Isaac Hassett,Fri Apr 04 2025 17:21:27 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,24,Blue,2,611,Saxons,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Aubrey Harbaugh,Fri Apr 04 2025 17:21:09 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,24,Blue,3,8726,CryptoHawks,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,hey i know that guy,Aidan,Fri Apr 04 2025 17:21:49 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,24,Red,1,116,Epsilon Delta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,4,1,4,0,0,,Megan,Fri Apr 04 2025 17:21:06 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,24,Red,2,6863,Squirrels,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,"Struggled to grab pieces at station, continually dropped them at station, much time lost",AW,Fri Apr 04 2025 17:22:05 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,24,Red,3,8592,Newton²,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,4,1,4,0,0,"Sorry, I thought I was going blue 3",DJ,Fri Apr 04 2025 17:21:46 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,25,Blue,1,4821,CyberUs,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1,1,0,0,Only can score processor and grab algae from floor and between L2 and L3,Isaac Hassett,Fri Apr 04 2025 17:31:02 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,25,Blue,2,3793,CyberTitans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Slow but effective,Aubrey Harbaugh,Fri Apr 04 2025 17:30:26 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,25,Blue,3,422,The Mech Tech Dragons,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,1,0,2,0,4,1,4,0,1,,Aidan,Fri Apr 04 2025 17:30:35 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,25,Red,1,3748,Ragnarok Robotics,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,2,0,0,0,0,4,1,3,0,0,,Megan,Fri Apr 04 2025 17:30:16 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,25,Red,2,2186,Dogs of Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,"Immediately went to defense, somewhat effective but robot died almost immediately and sat for remainder of match",AW,Fri Apr 04 2025 17:31:04 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,25,Red,3,620,Warbots,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,1,0,0,1,2,0,0,0,0,0,0,0,4,0,0,,DJ,Fri Apr 04 2025 17:30:25 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,26,Blue,1,1908,ShoreBots,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,4,1,2,0,1,,Isaac Hassett,Fri Apr 04 2025 17:38:43 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,26,Blue,2,3373,Team RoboHawk,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,Got coral stuck. Just drove back and forth on defense until it was time to climb.,Aubrey Harbaugh,Fri Apr 04 2025 17:39:04 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,26,Blue,3,1727,REX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,0,4,1,4,0,2,,Aidan,Fri Apr 04 2025 17:38:54 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,26,Red,1,2106,The Junkyard Dogs,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,4,0,0,Robot tipped over after running over balls. Hope it didn’t break!,Megan,Fri Apr 04 2025 17:38:36 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,26,Red,2,6326,⚡ Baltimore Bolts ⚡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,Immediately went to defense. Returned to help a beached teammate and knocked them over rather than helping,AW,Fri Apr 04 2025 17:39:20 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,26,Red,3,3359,Royal Robotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,3,0,0,,DJ,Fri Apr 04 2025 17:38:42 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,27,Blue,1,540,TALON 540 Godwin Robotics,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Isaac Hassett,Fri Apr 04 2025 17:47:17 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,27,Blue,2,6213,Team Quantum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Penalty in auto for screaming into the red zone. Lost comm or something because they sat for a while, moved into feed station, sat again, got stuck on algae. Just say no to 6213.",Aubrey Harbaugh,Fri Apr 04 2025 17:47:48 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,27,Blue,3,4505,McDonogh Robotics,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Aidan,Fri Apr 04 2025 17:47:20 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,27,Red,1,6802,Mean Caimans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,1,0,4,Really slow and looked like they were not communicating well or the driver was just that bad Seemed like they could not pick up coral to me,Megan,Fri Apr 04 2025 17:47:50 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,27,Red,2,449,The Blair Robot Project,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,1,1,1,0,0,0,0,0,2,1,4,0,0,,ZW,Fri Apr 04 2025 17:47:49 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,27,Red,3,2199,Robo-Lions,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,,DJ,Fri Apr 04 2025 17:47:33 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,28,Blue,1,3136,O.R.C.A.,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,2,0,0,0,0,0,4,1,3,1,0,,Isaac Hassett,Fri Apr 04 2025 17:54:53 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,28,Blue,2,346,RoboHawks,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,There’s a reason they’re 54th.,Aubrey Harbaugh,Fri Apr 04 2025 17:55:01 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,28,Blue,3,686,Bovine Intervention,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,2,1,0,0,2,0,2,0,0,0,2,1,4,0,0,"Best robot Iâ€™ve ever seen, life changing performance",Aidan,Fri Apr 04 2025 17:55:54 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,28,Red,1,2890,The Hawk Collective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,Took a long time to realize they didn’t work well and then went over to play defense,Megan,Fri Apr 04 2025 17:54:58 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,28,Red,1,2890,The Hawk Collective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,Took a long time to realize they didn’t work well and then went over to play defense,Megan,Fri Apr 04 2025 17:55:19 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,28,Red,2,1418,Vae Victis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Lift got off track during auto and robot was rendered useless for remainder of round.,AW,Fri Apr 04 2025 17:56:08 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,28,Red,3,9072,TigerBots,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,DJ,Fri Apr 04 2025 17:55:04 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,29,Blue,1,8590,Cavbotics,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,4,1,4,1,1,0,0,0,0,0,0,0,3,0,0,,Isaac Hassett,Fri Apr 04 2025 18:01:58 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,29,Blue,2,2363,Triple Helix Robotics,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,1,1,0,0,2,1,3,0,0,A bit pokey but effective,Aubrey Harbaugh,Fri Apr 04 2025 18:02:28 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,29,Blue,3,8230,KoiBots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,4,1,3,0,0,,Aidan,Fri Apr 04 2025 18:06:06 GMT-0400 (Eastern Daylight Time)
2025chcmp,0,29,Red,1,836,The RoboBees,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,4,0,0,0,3,1,3,1,4,0,0,,Megan,Fri Apr 04 2025 18:01:59 GMT-0400 (Eastern Daylight Time)
